Object Type,Item ARK,Parent ARK,File name,local ID,Title,AltTitle.translated,AltTitle.other,Creator,Contributor,Contributor.producer,volume/year,issue,Date.created,Date.created (single),Language | code,TypeOfResource,Genre,Extent,Dimensions,Medium,Insitution/Repository,collection name,collection number,collection number,Rights.copyrightStatus,Rights.publicationStatus,Rights.servicesContact,Abstract,Note.content,Subject.topic
Work,ark:/21198/z15m8679,ark:/21198/z1jd6x7k,ias_meap_1975_b_0244.mp3,1032,Iwori Ogunda,,,,Frank Siwed,"Institute of African Studies, University of Ibadan",,,March 1975,1975-03,yor,sound recording,sound recording,24mins 39secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,"Explanations of Iwori Ogunda, an Odu of Ifa",,"Nigeria, Southwest|~|Cultural Heritage, Recitation, Arts and Culture"
Work,ark:/21198/z11v7fj1,ark:/21198/z1jd6x7k,ias_meap_1975_b_0245.mp3,1058,Oro Ceremony on the Origin of Law in Yorubaland,,,,Folarin Shyllon|~|Abidoye Ajani|~|Lasisi Akande,"Institute of African Studies, University of Ibadan",,,September 1975,1975-09,yor|~|eng,sound recording,sound recording,1 hr 8 mins 8 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,Explanation of Oro ceremony and the origin of law in Yorubaland,,"Nigeria, Southwest|~|Cultural Heritage, Recitation, Arts and Culture"
Work,ark:/21198/z1x65nfx,ark:/21198/z1jd6x7k,ias_meap_1975_b_0247.mp3,1035,Ogbeate ati Itumore,,,,Frank Sofed,"Institute of African Studies, University of Ibadan",,,March 1975,1975-03,yor,sound recording,sound recording,38mins 18secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,"Explanations of Ogbeate, an Odu of Ifa",,"Nigeria, Southwest|~|Cultural Heritage, Recitation, Arts and Culture"
Work,ark:/21198/z1sf4wrn,ark:/21198/z1jd6x7k,ias_meap_1975_b_0250.mp3,1008,Yoruba Legal System,,,,Folarin shyllon|~|Pa Adeniji|~|Mr babalola Ifatoogun,"Institute of African Studies, University of Ibadan",,,July 1975,1975-07,yor|~|eng,sound recording,sound recording,1 hr 6 mins 14 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,Explanation of Yoruba law and legal sytem,,"Nigeria, Southwest|~|Cultural Heritage|~|Intellectuals--Interviews"
Work,ark:/21198/z1np4508,ark:/21198/z1jd6x7k,ias_meap_1975_b_0308.mp3,1016,Yoruba Law & Legal System,,,,Folarin Shyllon|~|Prince Jacob Oyebamiji Okeniyi,"Institute of African Studies, University of Ibadan",,,June 1975,1975-06,yor|~|eng,sound recording,sound recording,1 hr 2 mins 48 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,Explanations on Yoruba law as observed  in Ogbomoso town,,"Nigeria, Southwest|~|Cultural Heritage|~|Intellectuals--Interviews"
Work,ark:/21198/z1hx3d6n,ark:/21198/z1jd6x7k,ias_meap_1975_b_0314.mp3,1017,Yoruba Law,,,,Folarin Syllon|~|J.L. Adeniran,"Institute of African Studies, University of Ibadan",,,June 1975,1975-06,yor|~|eng,sound recording,sound recording,1 hr 5 mins 41 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,Explanations on Yoruba law as observed  in the ancient town of Ile Ife,,"Nigeria, Southwest|~|Cultural Heritage|~|Intellectuals--Interviews"
Work,ark:/21198/z1d52nfs,ark:/21198/z1jd6x7k,ias_meap_1975_b_0318.mp3,1020,Aspects of Yoruba Law,,,,Folarin Shyllon|~|Prince Jacob Oyebamiji Okeniyi,"Institute of African Studies, University of Ibadan",,,July 1975,1975-07,yor|~|eng,sound recording,sound recording,1 hr 4 min 26 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,Explanations Aspects of Yoruba law in Ogbomoso,,"Nigeria, Southwest|~|Cultural Heritage|~|Intellectuals--Interviews"
Work,ark:/21198/z18d1wrh,ark:/21198/z1jd6x7k,ias_meap_1975_b_0320.mp3,1022,Yoruba Law,,,,Folarin Shyllon,"Institute of African Studies, University of Ibadan",,,May 1975,1975-05,yor|~|eng,sound recording,sound recording,32 mins 39 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,Yoruba law as rendered by Oyo palace Chiefs,,"Nigeria, Southwest|~|Cultural Heritage|~|Intellectuals--Interviews"
Work,ark:/21198/z14n154x,ark:/21198/z1jd6x7k,ias_meap_1975_b_0324.mp3,1009,Yoruba Legal System,,,,Folarin Shyllon|~|Pa Adeniji| Babalola Ifatoogun,"Institute of African Studies, University of Ibadan",,,May 1975,1975-05,yor|~|eng,sound recording,sound recording,1 hr 5 mins 14 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,Explanations on the Yoruba legal system,,"Nigeria, Southwest|~|Cultural Heritage|~|Intellectuals--Interviews"
Work,ark:/21198/z10z93sh,ark:/21198/z1jd6x7k,ias_meap_1975_b_0329.mp3,1023,Yoruba Law,,,,Folarin Shyllon|~|Kudefu Ona Efa|~|Otun Efa |~|Osi Efa|~|| Olori Efa,"Institute of African Studies, University of Ibadan",,,May 1975,1975-05,yor|~|eng,sound recording,sound recording,31 mins 59 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,Yoruba law as rendered by Oyo palace Chiefs,,"Nigeria, Southwest|~|Cultural Heritage|~|Intellectuals--Interviews"
Work,ark:/21198/z1w68m9j,ark:/21198/z1jd6x7k,ias_meap_1975_b_0333.mp3,1024,Ijala Chanting on Yoruba Jurisprudence and Law,,,,Folarin Shyllon|~|Ojetunji Akande,"Institute of African Studies, University of Ibadan",,,July 1975,1975-07,yor|~|eng,sound recording,sound recording,1 hr 2 mins 27 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,A hunters' chant about Yoruba jurisprudence and law,,Nigeria|~|Cultural Heritage|~|Performance Arts
Work,ark:/21198/z1rf7vm8,ark:/21198/z1jd6x7k,ias_meap_1975_b_0339.mp3,1025,Yoruba Law,,,,Folarin Shyllon|~|Babalola Ifatoogun,"Institute of African Studies, University of Ibadan",,,July 1975,1975-07,yor|~|eng,sound recording,sound recording,1 hr 3 mins 48 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,Explanations on Yoruba law,,"Nigeria, Southwest|~|Cultural Heritage|~|Intellectuals--Interviews"
Work,ark:/21198/z1mp73sk,ark:/21198/z1jd6x7k,ias_meap_1975_b_0343.mp3,1026,Yoruba Law and Legal System,,,,Folarin Shyllon|~|Chief (Mrs) D.O. Ayoola|~|Chief B.O.Bakare|~|Chief M.O. Alaka|~|Chief S. Akinola|~|Chief A. Falomo|~|Chief S. Ajayi,"Institute of African Studies, University of Ibadan",,,August 1975,1975-08,yor|~|eng,sound recording,sound recording,1 hr 4 mins 31 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,Explanations on Yoruba law and legal system in Ilesa,,"Nigeria, Southwest|~|Cultural Heritage|~|Intellectuals--Interviews"
Work,ark:/21198/z1gx6c1t,ark:/21198/z1jd6x7k,ias_meap_1975_b_0384.mp3,1018,Yoruba Law in Ile Ife,,,,Folarin Shyllon|~|Mr J.L. Adeniran,"Institute of African Studies, University of Ibadan",,,June 1975,1975-06,yor|~|eng,sound recording,sound recording,25 mins 17 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,Explanation of Yoruba law in Ile Ife town,,"Nigeria, Southwest|~|Cultural Heritage|~|Intellectuals--Interviews"
Work,ark:/21198/z1c55mbv,ark:/21198/z1jd6x7k,ias_meap_1975_b_0385.mp3,1019,Yoruba Law,,,,Folarin Shyllon|~|Pa Adeniji| Babalola Ifatoogun,"Institute of African Studies, University of Ibadan",,,July 1975,1975-07,yor|~|eng,sound recording,sound recording,1 hr 4 mins 14 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,Narratives on Yoruba Law,,"Nigeria, Southwest|~|Cultural Heritage|~|Intellectuals--Interviews"
Work,ark:/21198/z17d4vqg,ark:/21198/z1jd6x7k,ias_meap_1975_b_0413.mp3,1292,Bata music and Ijala Chant,,,,E.I Adedeji,"Institute of African Studies, University of Ibadan",,1,1975,1975,yor,sound recording,sound recordings,32 mins 14 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,"Music and chant in honour of Ogun (god of iron), recorded at Oyo town",,"Nigeria, Southern|~|Art and Culture|~|Cultural heritage|~|Performing arts|~|Songs and music"
Work,ark:/21198/z13r2tdg,ark:/21198/z1jd6x7k,ias_meap_1975_b_0414.mp3,1291,Bata music and Ijala Chant,,,,E.I Adedeji,"Institute of African Studies, University of Ibadan",,2,1975,1975,yor,sound recording,sound recordings,31 mins 21 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,"Music and chant in honour of Ogun (god of iron), recorded at Oyo town",,"Nigeria, Southern|~|Art and Culture|~|Cultural heritage|~|Performing arts|~|Songs and music"
Work,ark:/21198/z10022qw,ark:/21198/z1jd6x7k,ias_meap_1975_b_0445.mp3,1165,The Purpose of Recording Tortoise Masks,,,,Prof. E.J Alagoa,"Institute of African Studies, University of Ibadan",,,December 1975,1975-12,ijo,sound recording,sound recording,19 mins 29 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,Explanation on the purpose of recording Tortoise mask,,Nigeria |~|Cultural Heritage |~|Performance Arts |~|Folk Songs
Work,ark:/21198/z1v71k5q,ark:/21198/z1jd6x7k,ias_meap_1975_b_0446.mp3,1165,The Tortoise mask display on River,,,,Prof. E.J Alagoa,"Institute of African Studies, University of Ibadan",,,December 1975,1975-12,ijo,sound recording,sound recording,26 mins 24 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,Explanation on Tortoise display on the river,,Nigeria |~|Cultural Heritage |~|Performance Arts |~|Folk Songs
Work,ark:/21198/z1qg0tdj,ark:/21198/z1jd6x7k,ias_meap_1975_b_0447.mp3,1165,The Tortoise mask display on the Land,,,,Prof. E.J Alagoa,"Institute of African Studies, University of Ibadan",,,December 1975,1975-12,ijo|~|eng,sound recording,sound recording,17 mins 42 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,Explanation on the Tortoise mask display on the land,,Nigeria |~|Cultural Heritage |~|Performance Arts |~|Folk Songs
Work,ark:/21198/z1kq02nr,ark:/21198/z1jd6x7k,ias_meap_1975_b_0449.mp3,1166,The Tortoise mask display on the Land,,,,E. Gbobate,"Institute of African Studies, University of Ibadan",,,December 1975,197-12,ijo,sound recording,sound recording,51 mins 33 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,Continuation on the Explanation on the Tortoise mask display on the land,,Nigeria |~|Cultural Heritage |~|Performance Arts |~|Folk Songs
Work,ark:/21198/z1fx9b0s,ark:/21198/z1jd6x7k,ias_meap_1975_b_0485.mp3,1033,Iwori Ose,,Iwori wowo,,Babalola Ifatoogun,"Institute of African Studies, University of Ibadan",,,1975,1975,yor,sound recording,sound recording,"33 mins, 57 secs",,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,"Explanation of Iwori Wowo or Iwori Ose, an Odu of Ifa.",,"Nigeria, Southern|~|Arts and Culture|~|Recitations|~|Intellectuals--Interviews"
Work,ark:/21198/z1b58k9t,ark:/21198/z1jd6x7k,ias_meap_1975_b_0700.mp3,1034,"Oriki Oduduwa, Yemaja, Nana Burukuu and Iyewa",,,,,"Institute of African Studies, University of Ibadan",,,1975,1975,yor,sound recording,sound recording,"53 mins, 23 secs",,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,"Explanation of Odu of Ifa on Oriki Oduduwa, Yemaja, Nana Burukuu, Iyewa.",,"Nigeria, Southwest|~|Intellectuals--Interviews|~|Recitations|~|Arts and Culture"
Work,ark:/21198/z16h6hzz,ark:/21198/z1jd6x7k,ias_meap_1976_b_0134.mp3,1976,Interview with Ijauka (of Obaaganya),,,,R.G. Armstrong,"Institute of African Studies, University of Ibadan",,,1976,1976,idu,sound recording,sound recordings,31 mins 19 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,"Interview with Ijauka (of Obaaganya) on ""Why Earth is Senior to God"".",,"Nigeria, Southern|~|Oral Histories|~|Interviews"
Work,ark:/21198/z12r5s83,ark:/21198/z1jd6x7k,ias_meap_1976_b_0165.mp3,1201,Interview with Ijauka Ocete,,,,R.G. Armstrong,"Institute of African Studies, University of Ibadan",,,July 1976,1976-07,idu,sound recording,sound recording,28mins 8secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,Conclusion of interview with Ijauka,,"Nigeria, Southern|~|Interviews |~|History |~|Personal Narrratives"
Work,ark:/21198/z1z058q6,ark:/21198/z1jd6x7k,ias_meap_1976_b_0167.mp3,4,Interview with Ijauka Ocete,,,,R.G. Armstrong,"Institute of African Studies, University of Ibadan",,,July 1976,1976-07,idu,sound recording,sound recording,5mins 4secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,The translation of Ijauka Ocete's interview,,"Nigeria, Southern|~|Interviews |~|History |~|Personal Narrratives"
Work,ark:/21198/z1t74hz1,ark:/21198/z1jd6x7k,ias_meap_1976_b_0182.mp3,1323,Onyakwexce Old Age Interview,,,,,"Institute of African Studies, University of Ibadan",,,1976,1976,idu,sound recording,sound recordings,14 mins 03 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,Interview: Oyakwexe speaking on old age,,"Nigeria, Southern |~|Intellectuals--Interviews"
Work,ark:/21198/z1pg3s68,ark:/21198/z1jd6x7k,ias_meap_1976_b_0185.mp3,1301,Ifa,,,,,"Institute of African Studies, University of Ibadan",,No 5,1976,1976,yor|~|eng,sound recording,sound recording,30 mins 20 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,copyrighted,published,www.ibadan-ias.org; unibadanias60@gmail.com,Description on Ifa,,Nigeria|~|Cultural Heritage
Work,ark:/21198/z1jq31hc,ark:/21198/z1jd6x7k,ias_meap_1976_b_0187.mp3,1301,Ifa,,,,,"Institute of African Studies, University of Ibadan",,No 6,1976,1976,yor|~|eng,sound recording,sound recording,32 mins 25 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,copyrighted,published,www.ibadan-ias.org; unibadanias60@gmail.com,Explanation on Ifa divination and worship system,,Nigeria|~|Cultural Heritage
Work,ark:/21198/z1dz28w0,ark:/21198/z1jd6x7k,ias_meap_1976_b_0188.mp3,1302,Ifa,,,,,"Institute of African Studies, University of Ibadan",,,June 1976,1976-06,yor|~|eng,sound recording,sound recording,32 mins 45 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,Ifa chants and explanations,,"Nigeria, Southwest |~|Recitations |~|Arts and culture"
Work,ark:/21198/z19907jv,ark:/21198/z1jd6x7k,ias_meap_1976_b_0189.mp3,1303,Ifa,,,,,"Institute of African Studies, University of Ibadan",,,June 1976,1976-06,yor|~|eng,sound recording,sound recording,32 mins 19 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,Ifa chants and explanations,,"Nigeria, Southwest |~|Recitations |~|Arts and culture"
Work,ark:/21198/z15h9gtk,ark:/21198/z1jd6x7k,ias_meap_1976_b_0213.mp3,1090,Yoruba Festival,,,,Folarin Shyllon,"Institute of African Studies, University of Ibadan",,,January 1976,1976-01,yor|~|eng,sound recording,sound recording,1 hr 4 mins 50 sec,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,"Yoruba Festivals recorded in Ile-ife , Iragbiji, Ofatedo",,"Nigeria, Southwest|~|Cultural Heritage|~|Intellectuals--Interviews"
Work,ark:/21198/z11r8r2t,ark:/21198/z1jd6x7k,ias_meap_1976_b_0216.mp3,1092,Life Cycle in Yorubaland,,,,Folarin Shyllon,"Institute of African Studies, University of Ibadan",,,February 1976,1976-02,yor|~|eng,sound recording,sound recording,35 mins 47 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,Life cycle in Yorubaland as recorded and explined in Iragbiji and Ofatedo towns,,"Nigeria, Southwest|~|Cultural Heritage|~|Intellectuals--Interviews"
Work,ark:/21198/z1x087hx,ark:/21198/z1jd6x7k,ias_meap_1976_b_0226.mp3,1095,Maxims in Yoruba Law,,,,Folarin Shyllon|~|Chief Garuba Apena,"Institute of African Studies, University of Ibadan",,,March 1976,1976-03,yor|~|eng,sound recording,sound recording,52 mins 36 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,Maxims in Yoruba law,,"Nigeria, Southwest|~|Cultural Heritage|~|Intellectuals--Interviews|~|Law|~|Yoruba society|~|Yoruba culture"
Work,ark:/21198/z1s77gs6,ark:/21198/z1jd6x7k,ias_meap_1976_b_0248.mp3,1309,Egungun,,,,Frank Soned,"Institute of African Studies, University of Ibadan",,,October 1976,1976-10,eng,sound recording,sound recording,32mins 10secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,"Explanations on Egungun, cult of the ancestors",,"Nigeria, Southern|~| Arts and Culture"
Work,ark:/21198/z1ng6r4s,ark:/21198/z1jd6x7k,ias_meap_1976_b_0251.mp3,1310,Egungun,,,,Frank Soned,"Institute of African Studies, University of Ibadan",,,October 1976,1976-10,eng,sound recording,sound recording,26mins 47secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,"Explanations on Egungun, cult of the ancestors",,"Nigeria, Southern|~|Interviews |~|History |~|Personal narrratives |~|Arts and Culture"
Work,ark:/21198/z1hq60gb,ark:/21198/z1jd6x7k,ias_meap_1976_b_0252.mp3,1315,Oya 1,,,,,"Institute of African Studies, University of Ibadan",,,October 1976,1976-10,eng,sound recording,sound recording,32mins 6secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,Explanations on the Oya deity,,"Nigeria, Southern|~|Interviews |~|History |~|Personal narrratives |~|Arts and Culture"
Work,ark:/21198/z1d23z58,ark:/21198/z1jd6x7k,ias_meap_1976_b_0253.mp3,1316,Oya 2,,,,,"Institute of African Studies, University of Ibadan",,,October 1976,1976-10,eng,sound recording,sound recording,31mins 53secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,Explanations on the Oya deity,,"Nigeria, Southern|~|Interviews |~|History |~|Personal narrratives |~|Arts and Culture"
Work,ark:/21198/z18936gc,ark:/21198/z1jd6x7k,ias_meap_1976_b_0255.mp3,1317,Yemoja,,,,Folarin Shyllon|~| Pa Adeniji,"Institute of African Studies, University of Ibadan",,,November 1976,1976-11,yor|~|eng,sound recording,sound recording,31 mins 37 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,Narratives on Yemoja (goddess of the river),,"Nigeria, Southwest|~|Cultural Heritage|~|Intellectuals--Interviews"
Work,ark:/21198/z14j2fpr,ark:/21198/z1jd6x7k,ias_meap_1976_b_0300.mp3,1096,Yoruba Law in Ifa Literary Corpus,,,,Folarin Shyllon|~|Babalola Ifatoogun,"Institute of African Studies, University of Ibadan",,,March 1976,1976-03,yor|~|eng,sound recording,sound recording,1 hr 1min 3 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,Explanations on Yoruba law as contained in the Ifa corpus,,"Nigeria, Southwest|~|Cultural Heritage|~|Intellectuals--Interviews"
Work,ark:/21198/z10s1pxk,ark:/21198/z1jd6x7k,ias_meap_1976_b_0303.mp3,1097,Yoruba Law in Ifa Literary Corpus,,,,Folarin Shyllon|~|Babalola Ifatoogun,"Institute of African Studies, University of Ibadan",,,March 1976,1976-03,yor|~|eng,sound recording,sound recording,41 mins 48 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,Explanations on Yoruba law as contained in the Ifa corpus,,"Nigeria, Southwest|~|Cultural Heritage|~|Intellectuals--Interviews"
Work,ark:/21198/z1w116dj,ark:/21198/z1jd6x7k,ias_meap_1976_b_0309.mp3,1101,Egwu Ike,,,,,"Institute of African Studies, University of Ibadan",,1,1976,1976,ibo,sound recording,sound recordings,02 mins 11 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,"Omabe ritual music from Amaike, Agbamere in Eha-Ahumona, Nsukka, Anambra State, recorded after the symposium on ""Traditional Nigerian Instrumental Music--Mere Orchestrated Sound or Esoteric Language?""",,"Nigeria, Southern|~|Art and Culture, Cultural heritage"
Work,ark:/21198/z1r80frq,ark:/21198/z1jd6x7k,ias_meap_1976_b_0310.mp3,1101,Iro,,,,,"Institute of African Studies, University of Ibadan",,2,1976,1976,ibo,sound recording,sound recordings,10 mins 58 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,"Omabe ritual music from Amaike, Agbamere in Eha-Ahumona, Nsukka, Anambra State, recorded after the symposium on ""Traditional Nigerian Instrumental Music--Mere Orchestrated Sound or Esoteric Language?""",,"Nigeria, Southern|~|Art and Culture, Cultural heritage"
Work,ark:/21198/z1mg9q29,ark:/21198/z1jd6x7k,ias_meap_1976_b_0311.mp3,1101,Egwu Oku,,,,,"Institute of African Studies, University of Ibadan",,3,1976,1976,ibo,sound recording,sound recordings,06 mins 07 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,"Omabe ritual music from Amaike, Agbamere in Eha-Ahumona, Nsukka, Anambra State, recorded after the symposium on ""Traditional Nigerian Instrumental Music--Mere Orchestrated Sound or Esoteric Language?""",,"Nigeria, Southern|~|Art and Culture, Cultural heritage"
Work,ark:/21198/z1gt7nqf,ark:/21198/z1jd6x7k,ias_meap_1976_b_0312.mp3,1101,Instruments of the orchestra and their respective sounds,,,,,"Institute of African Studies, University of Ibadan",,4,1976,1976,ibo,sound recording,sound recordings,04 mins 04 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,"Omabe ritual music from Amaike, Agbamere in Eha-Ahumona, Nsukka, Anambra State, recorded after the symposium on ""Traditional Nigerian Instrumental Music--Mere Orchestrated Sound or Esoteric Language?""",,"Nigeria, Southern|~|Art and Culture, Cultural heritage"
