Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Visibility,viewingHint,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.creatorCorporate,Subject,Name.subject,Language,Name.photographer,Name.interviewer,Name.creator,Name.interviewee,Name.contributor,Publisher.publisherName,Format.extent,Relation.isPartOf,Title,Date.creation,Description.abstract,Coverage.geographic,Description.tableOfContents,AltTitle.uniform,Description.note,Alt ID.local,Publisher.placeOfOrigin,Format.medium,Description.caption,Format.dimensions,Relation.hasPart,IIIF Manifest URL
Mental Health Archive,ark:/21198/zz0025hg78,ark:/21198/zz001d36st,1,In progress,Work,,13,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19c8p4k,private,individuals,,letter,pd_holder,,Project Return|~|Mentally ill--Services for--California|~|Mentally ill--Peer Support|~|Mentally ill--Patients Rights,,eng,,,"Stone, Ann K.",,,UCLA Center for the Study of Public Mental Health,5 p.,History of Public Mental Health Archive|~|Mental Health America Project Return Files,Project Return: The Next Step Voter Trainer Presentations,1997|~|1996-1997,"A letter to Joanne LaVoie, resources specialist at Department of Rehabilitation, from Anne Stone. Decribes the ""Being an Educated Voter"" project. Also attached is a list of the 92 voter training presentations.",Los Angeles County,,MHA Project Return The Next Step,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025hg78/manifest
Mental Health Archive,ark:/21198/zz0025hmhb,ark:/21198/zz001d36st,1,In progress,Work,,1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1np3w5t,private,individuals,,Published Article,pd_holder,,Bill Compton|~|Mentally ill--Advocacy--California--Los Angeles County|~|Mentally ill--Employment|~|Mentally ill--Peer Support,"Compton, William",eng,,,"Stewart, Jocelyn",,,Los Angeles Times,1 p.,History of Public Mental Health Archive|~|Mental Health America Project Return Files,"""William H. Compton Jr., 61; was an advocate for the mentally ill"" Los Angeles Times Obituary",2007,"An obituary detailing the life of Bill Compton. Discusses his life and education, as well as his involvement in Project Return: The Next Step.",,,MHA Project Return the Next Step,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025hmhb/manifest
Mental Health Archive,ark:/21198/zz0025hmjv,ark:/21198/zz001d36st,1,In progress,Work,,2,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hx34ck,private,individuals,,manuscripts (document genre),pd_holder,,Bill Compton|~|Mentally ill--Employment|~|Mentally ill--Peer Support,,eng,,,"Compton, William",,,UCLA Center for the Study of Public Mental Health,1 p.,History of Public Mental Health Archive|~|Mental Health America Project Return Files,William H. Compton Jr. Resume,unknown,"Bill Compton's Resume. Includes his education, work, and volunteer experience as well as awards he recieved.",,,Project Return: the Next Step,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025hmjv/manifest
Mental Health Archive,ark:/21198/zz0025hmkc,ark:/21198/zz001d36st,1,In progress,Work,,3,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1d52cpm,private,individuals,,manuscripts (document genre),pd_holder,,Bill Compton|~|Mentally ill--Advocacy--California--Los Angeles County|~|Mentally ill--Recovery--California--Los Angeles County|~|Mentally ill--Employment|~|Mentally ill--Peer Support,,eng,,,"Compton, William",,,UCLA Center for the Study of Public Mental Health,2 p.,History of Public Mental Health Archive|~|Mental Health America Project Return Files,Bill Compton's Presentation to NAPAS,2006|~|January 2006,Bill Compton speaks about recovery and how mental health professionals can help the process.,San Diego,,MHA Project Return the Next Step,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025hmkc/manifest
Mental Health Archive,ark:/21198/zz0025hmmw,ark:/21198/zz001d36st,1,In progress,Work,,4,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14q9kps,private,individuals,,letter,pd_holder,,Bill Compton|~|Mentally ill--Advocacy--California--Los Angeles County|~|Mentally ill--Employment|~|Mentally ill--Peer Support,"Compton, William",eng,,,"Pilon, Dave",,,UCLA Center for the Study of Public Mental Health,4 p.,History of Public Mental Health Archive|~|Mental Health America Project Return Files,William Compton Jr. as a nominee for IAPSRS Consumer Advocate Award,"1997|~|January 14, 1997",A letter from David Pilon to the nominations committee for the IAPSRS Consumer Advocate Award presenting William Compton as a nominee. The letter details William Compton's accoplishments and impact on Project Return: The Next Step.,,,MHA Project Return the Next Step,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025hmmw/manifest
Mental Health Archive,ark:/21198/zz0025hmnd,ark:/21198/zz001d36st,1,In progress,Work,,5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mp6tz4,private,individuals,,letter,pd_holder,,Bill Compton|~|Mentally ill--Advocacy--California--Los Angeles County|~|Mentally ill--Recovery--California--Los Angeles County|~|Mentally ill--Peer Support|~|Mentally ill--Stigma and discrimination,"Compton, William",eng,,,"Van Horn, Richard",,,UCLA Center for the Study of Public Mental Health,4 p.,History of Public Mental Health Archive|~|Mental Health America Project Return Files,Nomination of Bill Compton for the Clifford Beers Award,2001|~|March 2001,A letter from Richard Van Horn to the NMHA Awards Panel nominating Bill Compton for the Clifford Beers Award. The letter describes Bill Compton's accomplishments as director of Project Return: The Next Step.,,,MHA Project Return the Next Step,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025hmnd/manifest
Mental Health Archive,ark:/21198/zz0025hmpx,ark:/21198/zz001d36st,1,In progress,Work,,6,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13r2jmv,private,individuals,,letter,pd_holder,,Bill Compton|~|Mentally ill--Advocacy--California--Los Angeles County|~|Mentally ill--Peer Support,"Compton, William",eng,,,"Van Horn, Richard",,,UCLA Center for the Study of Public Mental Health,5 p.,History of Public Mental Health Archive|~|Mental Health America Project Return Files,Leadership for a Changing World William Compton nomination,2003|~|January 2003,A letter from Richard Van Horn to the Nominations Committee of Leadership for a Changing World nominating William Compton. The letter describes William Compton's accomplishments as director of Project Return: The Next Step,,,MHA Project Return the Next Step,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025hmpx/manifest
Mental Health Archive,ark:/21198/zz0025hmrz,ark:/21198/zz001d36st,1,In progress,Work,,7,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g17rjh,private,individuals,,Published Article,pd_holder,,Bill Compton|~|Mentally ill--Advocacy--California--Los Angeles County|~|Mentally ill--Peer Support,"Compton, William",eng,,,"Rogers, Susan",,,The National Mental Health Consumers' Self-Help Clearinghouse,1 p.,History of Public Mental Health Archive|~|Mental Health America Project Return Files,"""We Mourn Acclaimed Advocate Bill Compton"" The Clearinghouse Obituary",2007|~|September 2007,An obituary for William Compton. Breifly discusses his life and accomplishments.,,,MHA Project Return the Next Step,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025hmrz/manifest
Mental Health Archive,ark:/21198/zz0025hn02,ark:/21198/zz001d36st,1,In progress,Work,,1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b870w2,private,individuals,,manuscripts (document genre),pd_holder,,Peer Support Training|~|Mentally ill--Peer Support,,eng,,,none given,,,UCLA Center for the Study of Public Mental Health,1 p.,History of Public Mental Health Archive|~|Mental Health America Project Return Files,Advanced Peer Supporter Training,2004,A basic explanation of the Advance Peer Supporter Training program.,,,MHA Project Return the Next Step,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025hn02/manifest
Mental Health Archive,ark:/21198/zz0025hn3m,ark:/21198/zz001d36st,1,In progress,Work,,2,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16h6866,private,individuals,,manuscripts (document genre),pd_holder,,Peer Support Training|~|Mentally ill--Peer Support,,eng,,,none given,,,UCLA Center for the Study of Public Mental Health,4 p.,History of Public Mental Health Archive|~|Mental Health America Project Return Files,Peer Supprt & Model Questions/Ideas,unknow,"An overview of the peer support system at the Wellness Center. Also a list of the ""Golden Rules"" of the Wellness Center.",,,MHA Project Return the Next Step,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025hn3m/manifest
Mental Health Archive,ark:/21198/zz0025hn5n,ark:/21198/zz001d36st,1,In progress,Work,,3,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pg3hf3,private,individuals,,manuscripts (document genre)|~|letter,pd_holder,,Peer Support Training|~|Mentally ill--Employment|~|Mentally ill--Peer Support,,eng,,,"Bond, Catherine",,,UCLA Center for the Study of Public Mental Health,8 p.,History of Public Mental Health Archive|~|Mental Health America Project Return Files,July 2004 Peer Support Training,2004|~|July 2004,"A letter to colleagues from Catherine Bond which details the Introduction to Peer Support program. Also attached is the application for enrollment in the program, a schedule, and an explanation of the curriculum",Los Angeles County,,MHA Project Return the Next Step,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025hn5n/manifest
Mental Health Archive,ark:/21198/zz0025hnsz,ark:/21198/zz001d36st,1,In progress,Work,,4,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nk55rg,private,individuals,,manuscripts (document genre)|~|letter,pd_holder,,Peer Support Training|~|Mentally ill--Employment|~|Mentally ill--Peer Support,,eng,,,"Bond, Catherine",,,UCLA Center for the Study of Public Mental Health,3 p.,History of Public Mental Health Archive|~|Mental Health America Project Return Files,September 2004 Peer Support Training,2004|~|Semptember 2004,A letter to colleagues from Catherine Bond describing the Introduction to Peer Support program. Also attached is a course schedule and application for enrollment.,Los Angeles County,,MHA Project Return the Next Step,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025hnsz/manifest
Mental Health Archive,ark:/21198/zz0025hntg,ark:/21198/zz001d36st,1,In progress,Work,,5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1892xpc,private,individuals,,manuscripts (document genre),pd_holder,,Peer Support Training|~|Mentally ill--Employment|~|Mentally ill--Peer Support,,eng,,,"Bond, Catherine",,,UCLA Center for the Study of Public Mental Health,3 p.,History of Public Mental Health Archive|~|Mental Health America Project Return Files,Course for Peer Providers,2006|~|August 2006,Draft. An overview of the course for peer providers. Includes a description of the program as well as an outline of the syllabus.,Los Angeles County,,MHA Project Return the Next Step,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025hntg/manifest
Mental Health Archive,ark:/21198/zz0025hp4m,ark:/21198/zz001d36st,1,In progress,Work,,1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w10xn0,private,individuals,,manuscripts (document genre),pd_holder,,PEJ Wellness|~|Mentally ill--Recovery--California--Los Angeles County|~|Mentally ill--Peer Support,,eng,,,none given,,,UCLA Center for the Study of Public Mental Health,4 p.,History of Public Mental Health Archive|~|Mental Health America Project Return Files,Project Return: The Next Step Wellness Center Overview,unknown,,Los Angeles County,"I. BackgroundII. MissionIII. GoalsIV. StrategyV. Program Overview: Staffing, Structure, Enrollment, Services and Support",MHA Project Return the Next Step,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025hp4m/manifest
Mental Health Archive,ark:/21198/zz0025hp54,ark:/21198/zz001d36st,1,In progress,Work,,2,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c26n78,private,individuals,,manuscripts (document genre),pd_holder,,PEJ Wellness|~|Mentally ill--Peer Support--Clubs,,eng,,,"Jenkins, Robert Eric|~|Zaldivar, Maria",,,UCLA Center for the Study of Public Mental Health,2 p.,History of Public Mental Health Archive|~|Mental Health America Project Return Files,Pearl Ella Johnson Wellness Center October 2006 Calendar,2006|~|October 2006,A calendar of activites and clubs.,,,MHA Project Return the Next Step,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025hp54/manifest
Mental Health Archive,ark:/21198/zz0025hp75,ark:/21198/zz001d36st,1,In progress,Work,,3,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13j54pv,private,individuals,,letter|~|proposal,pd_holder,,PEJ Wellness|~|Mentally ill--Recovery--California--Los Angeles County|~|Mentally ill--Peer Support,,eng,,,"Compton, William",,,UCLA Center for the Study of Public Mental Health,3 p.,History of Public Mental Health Archive|~|Mental Health America Project Return Files,Proposal for Discovery Center-South Los Angeles,2003|~|June 2003,A letter to Jim Allen and Janet Abreu from William Compton proposing to operate a Discovery Center at the Augustus Hawkins Clinic in South Los Angeles. The letter describes the Discovery Center's goals and strategies. The budget is also included.,Los Angeles County,,MHA Project Return the Next Step,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025hp75/manifest
Mental Health Archive,ark:/21198/zz0025hp8p,ark:/21198/zz001d36st,1,In progress,Work,,4,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qc1v72,private,individuals,,manuscripts (document genre),pd_holder,,PEJ Wellness|~|Mentally ill--Data--California--Los Angeles County,,eng,,,none given,,,UCLA Center for the Study of Public Mental Health,2 p.,History of Public Mental Health Archive|~|Mental Health America Project Return Files,Pearl Ella Johnson Wellness Center Monthly Reports,October 2006|~|April 2005-August 2006,Monthly reports of duplicated and unduplicated members.,,,MHA Project Return the Next Step,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025hp8p/manifest
Mental Health Archive,ark:/21198/zz0025hp96,ark:/21198/zz001d36st,1,In progress,Work,,5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fv0bs0,private,individuals,,manuscripts (document genre),pd_holder,,PEJ Wellness|~|Mentally ill--Services for--California,,eng,,,"Hobson, William D. Jr.",,,UCLA Center for the Study of Public Mental Health,1 p.,History of Public Mental Health Archive|~|Mental Health America Project Return Files,Memorandum of Understanding between Watts Healthcare Corporation and the Pearl Ella Johnson Wellness Center,2006,An agreement that the Wellness Center will serve as a referral source for the Watts Healthcare Corporation.,Los Angeles County,,MHA Project Return the Next Step,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025hp96/manifest
Mental Health Archive,ark:/21198/zz0025hpbq,ark:/21198/zz001d36st,1,In progress,Work,,6,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b29m0j,private,individuals,,data tables,pd_holder,,PEJ Wellness|~|Mental health services--California--Los Angeles County,,eng,,,none given,,,UCLA Center for the Study of Public Mental Health,2 p.,History of Public Mental Health Archive|~|Mental Health America Project Return Files,Pearl E Johnson Willowbrook/Watts Prospective Budget,2006-2007,"Budget of the MHA Wellness center. Includes direct costs (staffing, facility costs, and program costs).",Los Angeles County,,MHA Project Return the Next Step,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025hpbq/manifest
Mental Health Archive,ark:/21198/zz0025hptz,ark:/21198/zz001d36st,1,In progress,Work,,9,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12j83kx,private,individuals,,report,pd_holder,,Project Return 2004 Peer Support Training|~|Mental health services--California--Los Angeles County--Transformation|~|Mentally ill--Employment|~|Mentally ill--Peer Support,,eng,,,"Miller, Robyn D.|~|Leibfried, Tom",,,UCLA Center for the Study of Public Mental Health,7 p.,History of Public Mental Health Archive|~|Mental Health America Project Report Files,Striving Together,1998,A report on consumer/survivor participation in the mental heath association movement. Also included is a Consumer Participation Survey with results.,United States of America,"I. Types of consumer/survivor involvementII. Definition of ""Consumer""III. Affiliates' Priority Issues Reflect NMHA Messages IV. Conclusion",MHA Project Return the Next Step,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025hptz/manifest
Mental Health Archive,ark:/21198/zz0025hpvg,ark:/21198/zz001d36st,1,In progress,Work,,9,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15f0hkr,private,individuals,,manuscripts (document genre),pd_holder,,Project Return 2004 Peer Support Training|~|Mentally ill--Peer Support,,eng,,,none given,,,UCLA Center for the Study of Public Mental Health,1 p.,History of Public Mental Health Archive|~|Mental Health America Project Return Files,Peer Services,unknown,A breif overview of peer services. Discusses the background as well as the funding and implementation concerns.,United States of America,,MHA Project Return the Next Step,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025hpvg/manifest
Mental Health Archive,ark:/21198/zz0025hpw0,ark:/21198/zz001d36st,1,In progress,Work,,10,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11n9rvg,private,individuals,,manuscripts (document genre),pd_holder,,Project Return 2004 Peer Support Training|~|Mentally ill--Peer Support,,eng,,,none given,,,UCLA Center for the Study of Public Mental Health,5 p.,History of Public Mental Health Archive|~|Mental Health America Project Return Files,Introduction to Peer Support Draft,2004,A curriculum outline of the Introduction to Peer Support course. Draft.,Los Angeles County,,MHA Project Return the Next Step,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025hpw0/manifest
Mental Health Archive,ark:/21198/zz0025hpxh,ark:/21198/zz001d36st,1,In progress,Work,,10,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cv68gs,private,individuals,,manuscripts (document genre),pd_holder,,Project Return 2004 Peer Support Training|~|Mentally ill--Peer Support,,eng,,,"Mead, Shery|~|MacNeil, Cheryl",,,UCLA Center for the Study of Public Mental Health,23 p.,History of Public Mental Health Archive|~|Mental Health America Project Return Files,Peer Support: What Makes it Unique?,2004,"This paper presents ""a perspective on peer support that defines its difference and also maintains its integrity to the movement from which it came.""",,,MHA Project Return the Next Step,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025hpxh/manifest
Mental Health Archive,ark:/21198/zz0025hpz1,ark:/21198/zz001d36st,1,In progress,Work,,11,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dr4m79,private,individuals,,manuscripts (document genre),pd_holder,,Project Return 2004 Peer Support Training|~|Mentally ill--Employment|~|Mentally ill--Peer Support|~|Mentally ill--Peer Support--Clubs,,eng,,,"Bond, Catherine",,,UCLA Center for the Study of Public Mental Health,2 p.,History of Public Mental Health Archive|~|Mental Health America Project Return Files,Project Return: The Next Step Flyer,2004`,"An overview of Project Return: The Next Step. Includes it's mission, values, goals, and a program description.",Los Angeles County,,MHA Project Return the Next Step,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025hpz1/manifest
Mental Health Archive,ark:/21198/zz0025hq01,ark:/21198/zz001d36st,1,In progress,Work,,12,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15733t0,private,individuals,,manuscripts (document genre),pd_holder,,Project Return 2004 Peer Support Training|~|Mentally ill--Peer Support,,eng,,,"Stevens, Tanya|~|Mead, Shery|~|Pocklington, Steve",,,UCLA Center for the Study of Public Mental Health,10 p.,History of Public Mental Health Archive|~|Mental Health America Project Return Files,Creating Trauma Informed Peer Support,2005,"An overview of trauma informed peer support. Discusses what it is, the goals, and the values.",,,MHA Project Return the Next Step,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025hq01/manifest
Mental Health Archive,ark:/21198/zz0025hq1j,ark:/21198/zz001d36st,1,In progress,Work,,13,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vq4tc8,private,individuals,,manuscripts (document genre),pd_holder,,Project Return 2004 Peer Support Training|~|Mentally ill--Peer Support,,eng,,,"Pocklington, Steve",,,UCLA Center for the Study of Public Mental Health,21 p.,History of Public Mental Health Archive|~|Mental Health America Project Return Files,Sustaining the Uniqueness of Peer Support,unknown,"Discusses peer support's intentions: achieving difference, critical learning, mutuality, mutual responsibility, wellness language, redefining safety, and staying on track.",,,MHA Project Return the Next Step,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025hq1j/manifest
Mental Health Archive,ark:/21198/zz0025hq22,ark:/21198/zz001d36st,1,In progress,Work,,14,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1544d9b,private,individuals,,manuscripts (document genre),pd_holder,,Project Return 2004 Peer Support Training|~|Mentally ill--Recovery--California--Los Angeles County|~|Mentally ill--Peer Support,,eng,,,,,"St. George, Lisa|~|Campbell, Jean|~|Marshall, Melissa|~|Mead, Shery|~|Swarbrick, Peggy|~|Koerner, Joshua|~|Minth, Helen",UCLA Center for the Study of Public Mental Health,176 p.,History of Public Mental Health Archive|~|Mental Health America Project Return Files,The Nebraska Summit,2005|~|July 2005,,Nebraska,"I. Jean Campbell: ""Emerging Practices in Peer Organized and Operated Behavioral Health Services and Supports""II. Shery Mead: ""Creating Trauma Informed Peer Run Programs and Crisis Alternatives""III. Lisa St. George: ""Recovery as a Mission and Vision""IV. Joshua Koerner: ""Choice Advocacy and Case Management Services""V. Helen Minth: ""Opening Doors to Recovery Everyday""VI. Peggy Swarbrick: ""Collaborative Support Programs of New Jersey""VII. Melissa Marshall: ""Advocacy Unlimited, Inc.""",MHA Project Return the Next Step,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025hq22/manifest
Mental Health Archive,ark:/21198/zz0025hq3k,ark:/21198/zz001d36st,1,In progress,Work,,15,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dn5wv1,private,individuals,,manuscripts (document genre),pd_holder,,Project Return 2004 Peer Support Training|~|Mentally ill--Peer Support,,eng,,,"Vega, Eduardo",,,UCLA Center for the Study of Public Mental Health,1 p.,History of Public Mental Health Archive|~|Mental Health America Project Return Files,Project Return: The Next Step Training and Technical Assistance Department,2006,"An overview of the ""expert consultation and training"" provided at Project Return: The Next Step.",Los Angeles County,,MHA Project Return the Next Step,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025hq3k/manifest
Mental Health Archive,ark:/21198/zz0025hq43,ark:/21198/zz001d36st,1,In progress,Work,,16,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18w553n,private,individuals,,letter|~|proposal,pd_holder,,Project Return 2004 Peer Support Training|~|Mentally ill--Employment|~|Mentally ill--Peer Support,,eng,,,"Compton, William",,,UCLA Center for the Study of Public Mental Health,3 p.,History of Public Mental Health Archive|~|Mental Health America Project Return Files,Project Return: The Next Step Proposal to Conduct Training Course for Department's Expansion of Client Workers,2004,"A letter from William Compton to Marvin Southard proposing to ""design and conduct the training course for mental health clients to be hired under the Department;s expansion of client workers throughout Los Angeles County."" Includes a brief description of proposed training topics.",Los Angeles County,,MHA Project Return the Next Step,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025hq43/manifest
Mental Health Archive,ark:/21198/zz0025hq64,ark:/21198/zz001d36st,1,In progress,Work,,1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wq1vhn,private,individuals,,letter,pd_holder,,Project Return Antelope Valley Discovery Center|~|Mentally ill--Peer Support,,eng,,,"Slocum, Bill",,,UCLA Center for the Study of Public Mental Health,2 p.,History of Public Mental Health Archive|~|Mental Heath America Project Return Files,Antelope Valley Discovery Center Building Problems,2005,A brief explanation of problems in the building and measures taken to fix them. Also attached is a letter stating that the landlord elected to not renew the lease.,Los Angeles County,,MHA Project Return the Next Step,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025hq64/manifest
Mental Health Archive,ark:/21198/zz0025hq7n,ark:/21198/zz001d36st,1,In progress,Work,,2,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n60c5n,private,individuals,,manuscripts (document genre),pd_holder,,Project Return Antelope Valley Discovery Center|~|Mentally ill--Peer Support,,eng,,,"Slocum, Bill",,,UCLA Center for the Study of Public Mental Health,2 p.,History of Public Mental Health Archive|~|Mental Health America Project Return Files,The Antelope Valley Discovery Center,unknown,Bill Slocum argues that peer-run recovery centers are necessary and helpful.,Los Angeles County,,MHA Project Return the Next Step,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025hq7n/manifest
Mental Health Archive,ark:/21198/zz0025hq9p,ark:/21198/zz001d36st,1,In progress,Work,,1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cn8vp6,private,individuals,,manuscripts (document genre),pd_holder,,Project Return Club Rosters|~|Mentally ill--Peer Support--Clubs,,eng,,,none given,,,UCLA Center for the Study of Public Mental Health,11 p.,History of Public Mental Health Archive|~|Mental Health America Project Return Files,Project Return: The Next Step 2004 Clubs,2004,List of Clubs at different Los Angeles County locations.,Los Angeles County,,MHA Project Return the Next Step,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025hq9p/manifest
Mental Health Archive,ark:/21198/zz0025hqb6,ark:/21198/zz001d36st,1,In progress,Work,,2,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zg8j1h,private,individuals,,manuscripts (document genre),pd_holder,,Project Return Club Rosters|~|Mentally ill--Peer Support--Clubs,,eng,,,none given,,,UCLA Center for the Study of Public Mental Health,12 p.,History of Public Mental Health Archive|~|Mental Health America Project Return Files,Project Return: The Next Step 2006 Clubs,2006,List of Clubs at different Los Angeles County locations.,Los Angeles County,,MHA Project Return the Next Step,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025hqb6/manifest
Mental Health Archive,ark:/21198/zz0025hqcq,ark:/21198/zz001d36st,1,In progress,Work,,3,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dj76dn,private,individuals,,manuscripts (document genre),pd_holder,,Project Return Club Rosters|~|Mentally ill--Peer Support--Clubs,,eng,,,none given,,,UCLA Center for the Study of Public Mental Health,12 p.,History of Public Mental Health Archive|~|Mental Health America Project Return Files,Project Return: The Next Step 2007 Clubs,2007,List of Clubs at different Los Angeles County locations.,Los Angeles County,,MHA Project Return the Next Step,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025hqcq/manifest
Mental Health Archive,ark:/21198/zz0025hqfr,ark:/21198/zz001d36st,1,In progress,Work,,1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vh7dnz,private,individuals,,position paper,pd_holder,,Project Return May 2004|~|Mentally ill--Peer Support,,eng,,,none given,,,UCLA Center for the Study of Public Mental Health,6 p.,History of Public Mental Health Archive|~|Mental Health America Project Return Files,Self-Help Parameter Implementation Committee Position Paper,2004|~|April 2004,"An overview of self-help groups for mental health consumers. Discusses the values, research, and budget.",,,MHA Project Return the Next Step,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025hqfr/manifest
Mental Health Archive,ark:/21198/zz0025hqg8,ark:/21198/zz001d36st,1,In progress,Work,,2,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1321mqr,private,individuals,,manuscripts (document genre),pd_holder,,Project Return May 2004|~|Mentally ill--Advocacy--California--Los Angeles County|~|Mentally ill--Services for--California|~|Mentally ill--Employment|~|Mentally ill--Peer Support,,eng,,,"Hoffman, Bruce",,,UCLA Center for the Study of Public Mental Health,37 p.,History of Public Mental Health Archive|~|Mental Health America Project Return Files,National Mental Health Association of Greater Los Angeles Annual Planning Retreat of the Board of Directors,2004,,Los Angeles County,I. Review of MHA's Strategic PlanII. Year in Review: AchievementsIII. Review of Challenges/Opportunities IV. Self-Help MovementV. Focus on Project Return: The Next StepVI. Mental Health Initiative,MHA Project Return the Next Step,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025hqg8/manifest
