Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Type.typeOfResource,Rights.copyrightStatus,Rights.permission,Rights.publicationStatus,Coverage.geographic,Name.creator,Author,Rights.servicesContact,Language,Type.genre,Subject,Name.subject,Name.repository,Name.contributor,viewingHint,Text direction,Visibility,IIIF Range,Title,Date.normalized,Date.creation,Description.note,Description.inscription,Description.abstract
Cruikshank (Margaret) Collection,ark:/21198/zz001bmswg,ark:/21198/zz001bmsvz,2,Completed,ChildWork,,2,,,,text,copyrighted,N,unpublished,United States,,"Phillips, Liz",,eng,letters (correspondence),"Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Women of Color--Lesbians|~|Lesbian studies","Cruikshank, Margaret|~|Feminist Press",,,,,,,Letter Regarding Recommendation for a Proposal to Feminist Press,1979-06-25,"June 25, 1979",Rights.statementLocal: Need to obtain permission to publish from original author.,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bmszh,ark:/21198/zz001bmswg,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bmszh_746360_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bmt0h,ark:/21198/zz001bmswg,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bmt0h_746366_master.tif,2,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bmt11,ark:/21198/zz001bmsvz,2,Completed,ChildWork,,3,,,,text,copyrighted,Y,unpublished,United States,,"Cruikshank, Margaret",,eng,letters (correspondence),"Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Phillips, Liz|~|Feminist Press",,,,,,,Response to Letter Regarding Recommendation for a Proposal to Feminist Press,1979-07-05,"July 5, 1979",,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bmt2j,ark:/21198/zz001bmt11,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bmt2j_746372_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bmt32,ark:/21198/zz001bmsvz,2,Completed,ChildWork,,4,,,,text,copyrighted,Y,unpublished,United States,,"Cruikshank, Margaret",,eng,letters (correspondence),"Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Women of Color--Lesbians|~|Lesbian studies","Anzaldua, Gloria|~|Smith, Barbara, 1946-|~|Phillips, Liz|~|Feminist Press",,,,,,,Letter Regarding Directory of Third World Women Writers,1979-07-06,"July 6, 1979",,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bmtqc,ark:/21198/zz001bmt32,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bmtqc_746381_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bmtrw,ark:/21198/zz001bmsvz,2,Completed,ChildWork,,5,,,,text,copyrighted,Y,unpublished,United States,,"Cruikshank, Margaret",,eng,letters (correspondence),"Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Women of Color--Lesbians|~|Lesbian studies","Phillips, Liz|~|Feminist Press",,,,,,,Letter Regarding Tentative List of Articles and Bibliography,1979-09-29,"September 29, 1979",,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bmtsd,ark:/21198/zz001bmtrw,2,Completed,ChildWork,,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bmttx,ark:/21198/zz001bmsvz,2,Completed,ChildWork,,6,,,,text,copyrighted,Y,unpublished,United States,,"Cruikshank, Margaret",,eng,letters (correspondence),"Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Women of Color--Lesbians|~|Lesbian studies","Smith, Barbara, 1946-|~|Phillips, Liz",,,,,,,Letter Regarding Inclusion of Women of Color in Anthology,1979-09-30,"September 30, 1979",,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bmtvf,ark:/21198/zz001bmttx,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bmtvf_746393_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bmtwz,ark:/21198/zz001bmsvz,2,Completed,ChildWork,,7,,,,text,copyrighted,Y,unpublished,United States,,"Cruikshank, Margaret",,eng,letters (correspondence),"Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Women of Color--Lesbians|~|Lesbian studies","Phillips, Liz|~|Feminist Press",,,,,,,Letter Regarding Tentative Themes and Articles,1979-10-29,"October 29, 1979",,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bmtxg,ark:/21198/zz001bmtwz,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bmtxg_746399_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bmtz0,ark:/21198/zz001bmsvz,2,Completed,ChildWork,,8,,,,text,copyrighted,N,unpublished,United States,,"Phillips, Liz",,eng,letters (correspondence),"Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Women of Color--Lesbians|~|Lesbian studies","Cruikshank, Margaret|~|Feminist Press",,,,,,,Letter Regarding Tentative Table of Content and Suggestions for Articles and Themes,1979-11-05,"November 5, 1979",Rights.statementLocal: Need to obtain permission to publish from original author.,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bmv1h,ark:/21198/zz001bmtz0,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bmv1h_746403_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bmv21,ark:/21198/zz001bmtz0,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bmv21_746408_master.tif,2,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bmv3j,ark:/21198/zz001bmsvz,2,Completed,ChildWork,,9,,,,text,copyrighted,Y,unpublished,United States,,"Cruikshank, Margaret",,eng,letters (correspondence),"Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Women of Color--Lesbians|~|Lesbian studies","Smith, Barbara, 1946-|~|Phillips, Liz|~|Feminist Press",,,,,,,Response to Letter Regarding Tentative Table of Content and Suggestions for Articles and Themes,1979-11-12,"November 12, 1979",,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bmv42,ark:/21198/zz001bmv3j,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bmv42_746414_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bmv5k,ark:/21198/zz001bmsvz,2,Completed,ChildWork,,10,,,,text,copyrighted,Y,unpublished,United States,,"Cruikshank, Margaret",,eng,letters (correspondence),"Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Women of Color--Lesbians|~|Lesbian studies","Phillips, Liz|~|Feminist Press",,,,,,,Follow up to Letter Regarding Tentative Table of Content and Suggestions for Articles and Themes,1979-12-05,"December 5, 1979",,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bmv63,ark:/21198/zz001bmv5k,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bmv63_746423_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bmv7m,ark:/21198/zz001bmv5k,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bmv7m_746435_master.tif,2,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bmv84,ark:/21198/zz001bmsvz,2,Completed,ChildWork,,1,,,,text,copyrighted,Y,unpublished,United States,,"Cruikshank, Margaret",,eng,,"Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Women of Color--Lesbians|~|Lesbian studies",,,,,,,,Memo to Lesbians Interested in Women's Studies Regarding Compiling Ideas for Anthology,1979,1979,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bmv9n,ark:/21198/zz001bmsvz,2,Completed,ChildWork,,11,,,,text,copyrighted,N,unpublished,United States,,"Phillips, Liz",,eng,letters (correspondence),"Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Women of Color--Lesbians|~|Lesbian studies","Cruikshank, Margaret|~|Feminist Press",,,,,,,Letter Regarding Proposal for Lesbian Studies,1980-03-24,"March 24, 1980",Rights.statementLocal: Need to obtain permission to publish from original author.,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bmvb5,ark:/21198/zz001bmv9n,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bmvb5_746447_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bmvcp,ark:/21198/zz001bmsvz,2,Completed,ChildWork,,13,,,,text,copyrighted,Y,unpublished,United States,,"Cruikshank, Margaret",,eng,letters (correspondence),"Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Women of Color--Lesbians|~|Lesbian studies","Phillips, Liz|~|Feminist Press",,,,,,,Response to Letter Regarding Proposal for Lesbian Studies,1980-04-01,"April 1, 9180",,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bmvd6,ark:/21198/zz001bmvcp,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bmvd6_746452_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bmvfq,ark:/21198/zz001bmsvz,2,Completed,ChildWork,,15,,,,text,copyrighted,N,unpublished,United States,,"Phillips, Liz",,eng,letters (correspondence),"Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Women of Color--Lesbians|~|Lesbian studies","Cruikshank, Margaret|~|Feminist Press",,,,,,,Letter Regarding Contract and Royalties,1980-04-04,"April 4, 1980",Rights.statementLocal: Need to obtain permission to publish from original author.,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bmvpb,ark:/21198/zz001bmvfq,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bmvpb_746461_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bmvsw,ark:/21198/zz001bmvfq,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bmvsw_746471_master.tif,2,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bmx83,ark:/21198/zz001bmsvz,2,Completed,ChildWork,,16,,,,text,copyrighted,Y,unpublished,United States,,"Cruikshank, Margaret",,eng,letters (correspondence),"Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Women of Color--Lesbians|~|Lesbian studies","Phillips, Liz|~|Feminist Press",,,,,,,Response to Letter Regarding Contract and Royalties,1980-04-10,"April 10, 1980",,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bmx9m,ark:/21198/zz001bmx83,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bmx9m_746487_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bmxb4,ark:/21198/zz001bmsvz,2,Completed,ChildWork,,17,,,,text,copyrighted,N,unpublished,United States,,"Phillips, Liz",,eng,letters (correspondence),"Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Women of Color--Lesbians|~|Lesbian studies","Cruikshank, Margaret|~|Feminist Press",,,,,,,Letter Offering Contract for Lesbian Studies,1980-04-23,"April 23, 1980",Rights.statementLocal: Need to obtain permission to publish from original author.,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bmxcn,ark:/21198/zz001bmxb4,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bmxcn_746493_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bmxd5,ark:/21198/zz001bmsvz,2,Completed,ChildWork,,18,,,,text,copyrighted,Y,unpublished,United States,,"Cruikshank, Margaret",,eng,letters (correspondence),"Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Women of Color--Lesbians|~|Lesbian studies","Phillips, Liz|~|Feminist Press",,,,,,,Reponse to Letter Offering Contract for Lesbian Studies,1980-04-29,"April 29, 1980",,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bmxfp,ark:/21198/zz001bmxd5,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bmxfp_746508_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bmxg6,ark:/21198/zz001bmsvz,2,Completed,ChildWork,,19,,,,text,copyrighted,N,unpublished,United States,,"Phillips, Liz",,eng,letters (correspondence),"Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Women of Color--Lesbians|~|Lesbian studies","Cruikshank, Margaret|~|Feminist Press",,,,,,,Letter Regarding Meeting and Editorial Comments,1980-05-05,"May 5, 1980",Rights.statementLocal: Need to obtain permission to publish from original author.,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bmxhq,ark:/21198/zz001bmxg6,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bmxhq_746514_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bmxj7,ark:/21198/zz001bmsvz,2,Completed,ChildWork,,20,,,,text,copyrighted,N,unpublished,United States,,"Phillips, Liz",,eng,letters (correspondence),"Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Women of Color--Lesbians|~|Lesbian studies","Cruikshank, Margaret|~|Feminist Press",,,,,,,Letter Regarding Submission Deadlines,1980-06-02,"July 2, 1980",Rights.statementLocal: Need to obtain permission to publish from original author.,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bmxkr,ark:/21198/zz001bmxj7,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bmxkr_746525_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bmxm8,ark:/21198/zz001bmsvz,2,Completed,ChildWork,,21,,,,text,copyrighted,Y,unpublished,United States,,"Cruikshank, Margaret",,eng,letters (correspondence),"Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Women of Color--Lesbians|~|Lesbian studies","Phillips, Liz|~|Feminist Press|~|Angel Press",,,,,,,Letter Regarding Publisher for Lesbian Path and Contracts,1980-09-12,"September 12, 1980",,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bmxns,ark:/21198/zz001bmxm8,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bmxns_746535_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bmxp9,ark:/21198/zz001bmsvz,2,Completed,ChildWork,,12,,,,text,copyrighted,Y,unpublished,United States,,"Cruikshank, Margaret",,eng,letters (correspondence),"Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Women of Color--Lesbians|~|Lesbian studies",Feminist Press,,,,,,,Letter Regarding Inclusion of Black Lesbian Feminist Writers,1980-03-24,"March 24, 1980",,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bmxqt,ark:/21198/zz001bmxp9,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bmxqt_746547_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bnbbc,ark:/21198/zz000s2z8d,2,Completed,Work,,9,,,,text,copyrighted,,,United States,,,,eng,,"Lesbians--History|~|Lesbians in literature--History|~|Lesbians' writings, American--History and criticism|~|Lesbian studies|~|Lesbians' writings, American--Periodicals","Cruikshank, Margaret|~|Lesbian-Feminist Study Clearinghouse",,,,,,,Lesbian-Feminist Study Clearinghouse - Correspondence,1980/1981,Between 1980 and 1981,"Correspondence relating to Lesbian-Feminist Study Clearinghouse.|~|Box 11, 1 Folder",,
Cruikshank (Margaret) Collection,ark:/21198/zz001bnbdd,ark:/21198/zz001bnbbc,2,Completed,ChildWork,,1,,,,text,copyrighted,N,unpublished,United States,,"Fontaine, Coralyn",,eng,letters (correspondence),"Lesbians--History|~|Lesbians in literature--History|~|Lesbians' writings, American--History and criticism|~|Lesbian studies|~|Lesbians' writings, American--Periodicals","Cruikshank, Margaret|~|Lesbian-Feminist Study Clearinghouse",,,,,,,Letter Offering Position on Editorial Board,1981-10-05,"October 5, 1981",Rights.statementLocal: Need to obtain permission to publish from original author.,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bnbgf,ark:/21198/zz001bnbdd,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bnbgf_747481_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bnbjg,ark:/21198/zz001bnbbc,2,Completed,ChildWork,,2,,,,text,copyrighted,Y,unpublished,United States,,"Cruikshank, Margaret",,eng,letters (correspondence),"Lesbians--History|~|Lesbians in literature--History|~|Lesbians' writings, American--History and criticism|~|Lesbian studies|~|Lesbians' writings, American--Periodicals","Lesbian-Feminist Study Clearinghouse|~|Fontaine, Coralyn",,,,,,,Response to Letter Offering Position on Editorial Board,1981-10-05,"October 5, 1981",,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bnbk0,ark:/21198/zz001bnbjg,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bnbk0_747536_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bnbn1,ark:/21198/zz001bnbbc,2,Completed,ChildWork,,3,,,,text,copyrighted,N,unpublished,United States,,"Fontaine, Coralyn",,eng,letters (correspondence),"Lesbians--History|~|Lesbians in literature--History|~|Lesbians' writings, American--History and criticism|~|Lesbian studies|~|Lesbians' writings, American--Periodicals","Cruikshank, Margaret|~|Lesbian-Feminist Study Clearinghouse|~|Poor, Mathile",,,,,,,Letter Regarding Reprinting Articles,1981-11-24,"November 24, 1981",Rights.statementLocal: Need to obtain permission to publish from original author.,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bnbpj,ark:/21198/zz001bnbn1,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bnbpj_747561_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bnbrk,ark:/21198/zz001bnbbc,2,Completed,ChildWork,,4,,,,text,copyrighted,Y,unpublished,United States,,"Cruikshank, Margaret",,eng,letters (correspondence),"Lesbians--History|~|Lesbians in literature--History|~|Lesbians' writings, American--History and criticism|~|Lesbian studies|~|Lesbians' writings, American--Periodicals","Lesbian-Feminist Study Clearinghouse|~|Fontaine, Coralyn",,,,,,,Response to Letter Regarding Reprinting Articles,1981-12-02,"December 2, 1981",,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bnbs3,ark:/21198/zz001bnbrk,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bnbs3_747572_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bnbtm,ark:/21198/zz001bnbbc,2,Completed,ChildWork,,5,,,,text,copyrighted,Y,unpublished,United States,,"Cruikshank, Margaret",,eng,letters (correspondence),"Lesbians--History|~|Lesbians in literature--History|~|Lesbians' writings, American--History and criticism|~|Lesbian studies|~|Lesbians' writings, American--Periodicals","Lesbian-Feminist Study Clearinghouse|~|Fontaine, Coralyn|~|Manahan, Nancy, 1946- |~|Curb, Rosemary, 1940-|~|Naiad Press",,,,,,,Letter Regarding Reprinting Articles and Details Regarding Anthology,1981-12-17,"December 17, 1981",Rights.statementLocal: Item contains author's home phone number.,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bnbv4,ark:/21198/zz001bnbtm,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bnbv4_747587_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bnf36,ark:/21198/zz001bmv84,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bnf36_749609_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bnsk8,ark:/21198/zz001bmsvz,2,Completed,ChildWork,,22,,,,text,copyrighted,N,unpublished,United States,,"Howe, Florence",,eng,letters (correspondence),"Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Cruikshank, Margaret|~|Dixler, Elsa",,,,,,,Letter Regarding Editor for Book,1981-01-20,"January 20, 1981",Rights.statementLocal: Need to obtain permission to publish from original author.,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bnsms,ark:/21198/zz001bnsk8,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bnsms_748597_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bnsn9,ark:/21198/zz001bmsvz,2,Completed,ChildWork,,25,,,,text,copyrighted,Y,unpublished,United States,,"Cruikshank, Margaret",,eng,letters (correspondence),"Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Dixler, Elsa|~|Howe, Florence|~|Feminist Press",,,,,,,Letter Regarding Contacts,1981-02-10,"February 10, 1981",,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bnspt,ark:/21198/zz001bnsn9,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bnspt_748623_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bnsqb,ark:/21198/zz001bmsvz,2,Completed,ChildWork,,29,,,,text,copyrighted,N,unpublished,United States,,"Dixler, Elsa",,eng,letters (correspondence),"Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Cruikshank, Margaret|~|Howe, Florence",,,,,,,Letter Regarding Table of Contents and Publicity,1981-03-17,"March 17, 1981",Rights.statementLocal: Need to obtain permission to publish from original author.,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bntfp,ark:/21198/zz001bnsqb,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bntfp_748646_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bntg6,ark:/21198/zz001bmsvz,2,Completed,ChildWork,,30,,,,text,copyrighted,Y,unpublished,United States,,"Cruikshank, Margaret",,eng,letters (correspondence),"Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Dixler, Elsa|~|Feminist Press",,,,,,,Response to Letter Regarding Table of Contents and Publicity,1981-03-20,"March 20, 1981",,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bnthq,ark:/21198/zz001bntg6,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bnthq_748659_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bntj7,ark:/21198/zz001bmsvz,2,Completed,ChildWork,,28,,,,text,copyrighted,Y,unpublished,United States,,"Cruikshank, Margaret",,eng,letters (correspondence),"Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Dixler, Elsa|~|Feminist Press",,,,,,,Letter Regarding Questions About Publication and Bibliography,1981-03-06,"March 6, 1981",Rights.statementLocal: Item contains author's phone number.,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bntkr,ark:/21198/zz001bntj7,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bntkr_748667_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bntm8,ark:/21198/zz001bmsvz,2,Completed,ChildWork,,31,,,,text,copyrighted,Y,unpublished,United States,,"Cruikshank, Margaret",,eng,letters (correspondence),"Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Dixler, Elsa|~|Feminist Press",,,,,,,Letter Regarding Revised Table of Contents and Deadlines,1981-04-02,"April 2, 1981",Rights.statementLocal: Item contains author's phone number.,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bntns,ark:/21198/zz001bntm8,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bntns_748686_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bntp9,ark:/21198/zz001bmsvz,2,Completed,ChildWork,,32,,,,text,copyrighted,Y,unpublished,United States,,"Cruikshank, Margaret",,eng,letters (correspondence),"Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Dixler, Elsa|~|Feminist Press",,,,,,,Letter Regarding Progress of Book,1981-04-24,"April 24, 1981",,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bntqt,ark:/21198/zz001bntp9,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bntqt_748693_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
